NAME,ID,LEVEL,AREA,CAPITAL
Malta,250880,AMC 70-00,165.0,False
Malta,2508802,Municípios,165.0,False
Mamanguape,2508901,Municípios,337.7,False
Manaíra,250900,AMC 70-00,419.6,False
Manaíra,250900,AMC 91-00,419.6,False
Manaíra,2509008,Municípios,419.6,False
Marcação,2509057,Municípios,95.1,False
Mari,250910,AMC 60-00,157.5,
Mari,250910,AMC 91-00,157.5,False
Mari,250910,AMC 70-00,157.5,False
Mari,2509107,Municípios,157.5,False
Marizópolis,2509156,Municípios,74.1,False
Massaranduba,250920,AMC 70-00,187.0,False
Massaranduba,250920,AMC 91-00,187.0,False
Massaranduba,2509206,Municípios,187.0,False
Mataraca,250930,AMC 91-00,174.1,False
Mataraca,250930,AMC 70-00,174.1,False
Mataraca,2509305,Municípios,174.1,False
Matinhas,2509339,Municípios,29.3,False
Mato Grosso,2509370,Municípios,53.0,False
Maturéia,2509396,Municípios,97.4,False
Mogeiro,250940,AMC 70-00,228.3,False
Mogeiro,250940,AMC 91-00,228.3,False
Mogeiro,2509404,Municípios,228.3,False
Montadas,250950,AMC 91-00,59.4,False
Montadas,250950,AMC 70-00,59.4,False
Montadas,2509503,Municípios,59.4,False
Monte Horebe,250960,AMC 70-00,115.5,False
Monte Horebe,250960,AMC 91-00,115.5,False
Monte Horebe,2509602,Municípios,115.5,False
Monteiro,250970,AMC 91-00,1009.9,False
Monteiro,250970,AMC 70-00,1009.9,False
Monteiro,2509701,Municípios,1009.9,False
Mulungu,250980,AMC 60-00,224.6,
Mulungu,250980,AMC 70-00,224.6,False
Mulungu,250980,AMC 91-00,224.6,False
Mulungu,2509800,Municípios,224.6,False
Natuba,250990,AMC 91-00,226.8,False
Natuba,250990,AMC 70-00,226.8,False
Natuba,2509909,Municípios,226.8,False
Nazarezinho,251000,AMC 70-00,228.3,False
Nazarezinho,251000,AMC 91-00,228.3,False
Nazarezinho,2510006,Municípios,228.3,False
Nova Floresta,251010,AMC 60-00,59.9,
Nova Floresta,251010,AMC 91-00,59.9,False
Nova Floresta,251010,AMC 70-00,59.9,False
Nova Floresta,2510105,Municípios,59.9,False
Nova Olinda,251020,AMC 70-00,132.1,False
Nova Olinda,251020,AMC 91-00,132.1,False
Nova Olinda,2510204,Municípios,132.1,False
Nova Palmeira,251030,AMC 91-00,197.9,False
Nova Palmeira,251030,AMC 70-00,197.9,False
Nova Palmeira,2510303,Municípios,197.9,False
Olho d'Água,251040,AMC 70-00,652.6,False
Olho d'Água,251040,AMC 91-00,652.6,False
Olho d'Água,2510402,Municípios,652.6,False
Olivedos,251050,AMC 91-00,282.1,False
Olivedos,251050,AMC 70-00,282.1,False
Olivedos,2510501,Municípios,282.1,False
Ouro Velho,251060,AMC 70-00,166.9,False
Ouro Velho,251060,AMC 91-00,166.9,False
Ouro Velho,2510600,Municípios,166.9,False
Parari,2510659,Municípios,151.0,False
Passagem,2510709,Municípios,140.2,False
Patos,251080,AMC 91-00,508.7,False
Patos,251080,AMC 70-00,508.7,False
Patos,2510808,Municípios,508.7,False
Paulista,251090,AMC 70-00,563.4,False
Paulista,251090,AMC 91-00,563.4,False
Paulista,2510907,Municípios,563.4,False
Pedra Branca,251100,AMC 91-00,114.2,False
Pedra Branca,251100,AMC 70-00,114.2,False
Pedra Branca,2511004,Municípios,114.2,False
Pedra Lavrada,251110,AMC 70-00,391.3,False
Pedra Lavrada,251110,AMC 91-00,391.3,False
Pedra Lavrada,2511103,Municípios,391.3,False
Pedras de Fogo,251120,AMC 91-00,349.5,False
Pedras de Fogo,251120,AMC 70-00,349.5,False
Pedras de Fogo,2511202,Municípios,349.5,False
Piancó,251130,AMC 70-00,534.2,False
Piancó,251130,AMC 91-00,534.2,False
Piancó,2511301,Municípios,534.2,False
Picuí,2511400,Municípios,734.1,False
Pilar,2511509,Municípios,101.6,False
Pilões,251160,AMC 60-00,46.1,
Pilões,251160,AMC 91-00,46.1,False
Pilões,251160,AMC 70-00,46.1,False
Pilões,2511608,Municípios,46.1,False
Pilõezinhos,251170,AMC 70-00,48.7,False
Pilõezinhos,251170,AMC 91-00,48.7,False
Pilõezinhos,2511707,Municípios,48.7,False
Pirpirituba,251180,AMC 60-00,83.0,
Pirpirituba,251180,AMC 91-00,83.0,False
Pirpirituba,251180,AMC 70-00,83.0,False
Pirpirituba,2511806,Municípios,83.0,False
Pitimbu,251190,AMC 70-00,142.1,False
Pitimbu,251190,AMC 91-00,142.1,False
Pitimbu,2511905,Municípios,142.1,False
Pocinhos,251200,AMC 91-00,630.7,False
Pocinhos,251200,AMC 70-00,630.7,False
Pocinhos,2512002,Municípios,630.7,False
Poço Dantas,2512036,Municípios,67.1,False
Poço de José de Moura,2512077,Municípios,123.5,False
Pombal,2512101,Municípios,669.6,False
Prata,251220,AMC 70-00,176.1,False
Prata,251220,AMC 91-00,176.1,False
Prata,2512200,Municípios,176.1,False
Princesa Isabel,2512309,Municípios,380.7,False
Puxinanã,251240,AMC 91-00,82.4,False
Puxinanã,251240,AMC 70-00,82.4,False
Puxinanã,2512408,Municípios,82.4,False
Queimadas,251250,AMC 70-00,399.1,False
Queimadas,251250,AMC 91-00,399.1,False
Queimadas,2512507,Municípios,399.1,False
Quixabá,251260,AMC 91-00,114.8,False
Quixabá,251260,AMC 70-00,114.8,False
Quixabá,2512606,Municípios,114.8,False
Remígio,2512705,Municípios,131.0,False
Pedro Régis,2512721,Municípios,71.6,False
Riachão,2512747,Municípios,79.8,False
Riachão do Bacamarte,2512754,Municípios,93.3,False
Riachão do Poço,2512762,Municípios,64.2,False
Riacho de Santo Antônio,2512788,Municípios,107.5,False
Riacho dos Cavalos,251280,AMC 70-00,328.6,False
Riacho dos Cavalos,251280,AMC 91-00,328.6,False
Riacho dos Cavalos,2512804,Municípios,328.6,False
Rio Tinto,2512903,Municípios,506.5,False
Salgadinho,251300,AMC 91-00,180.4,False
Salgadinho,251300,AMC 70-00,180.4,False
Salgadinho,2513000,Municípios,180.4,False
Salgado de São Félix,251310,AMC 70-00,161.6,False
Salgado de São Félix,251310,AMC 91-00,161.6,False
Salgado de São Félix,2513109,Municípios,161.6,False
Santa Cecília,2513158,Municípios,283.3,False
Santa Cruz,251320,AMC 91-00,272.8,False
Santa Cruz,251320,AMC 70-00,272.8,False
Santa Cruz,2513208,Municípios,272.8,False
Santa Helena,251330,AMC 70-00,209.7,False
Santa Helena,251330,AMC 91-00,209.7,False
Santa Helena,2513307,Municípios,209.7,False
Santa Inês,2513356,Municípios,321.0,False
Santa Luzia,251340,AMC 91-00,443.6,False
Santa Luzia,251340,AMC 70-00,443.6,False
Santa Luzia,2513406,Municípios,443.6,False
Santana de Mangueira,251350,AMC 70-00,460.2,False
Santana de Mangueira,251350,AMC 91-00,460.2,False
Santana de Mangueira,2513505,Municípios,460.2,False
Santana dos Garrotes,251360,AMC 91-00,275.4,False
Santana dos Garrotes,251360,AMC 70-00,275.4,False
Santana dos Garrotes,2513604,Municípios,275.4,False
Santarém,2513653,Municípios,61.4,False
Santa Rita,251370,AMC 70-00,765.6,False
Santa Rita,251370,AMC 91-00,765.6,False
Santa Rita,2513703,Municípios,765.6,False
Santa Teresinha,251380,AMC 91-00,304.4,False
Santa Teresinha,251380,AMC 70-00,304.4,False
Santa Teresinha,2513802,Municípios,304.4,False
Santo André,2513851,Municípios,227.2,False
São Bento,251390,AMC 60-00,256.7,
São Bento,251390,AMC 70-00,256.7,False
São Bento,251390,AMC 91-00,256.7,False
São Bento,2513901,Municípios,256.7,False
São Bentinho,2513927,Municípios,154.8,False
São Domingos do Cariri,2513943,Municípios,239.8,False
São Domingos de Pombal,2513968,Municípios,228.2,False
São Francisco,2513984,Municípios,127.2,False
São João do Cariri,2514008,Municípios,700.6,False
São João do Tigre,251410,AMC 91-00,689.3,False
São João do Tigre,251410,AMC 70-00,689.3,False
São João do Tigre,2514107,Municípios,689.3,False
São José da Lagoa Tapada,251420,AMC 60-00,339.8,
São José da Lagoa Tapada,251420,AMC 70-00,339.8,False
São José da Lagoa Tapada,251420,AMC 91-00,339.8,False
São José da Lagoa Tapada,2514206,Municípios,339.8,False
São José de Caiana,251430,AMC 91-00,203.3,False
São José de Caiana,251430,AMC 70-00,203.3,False
São José de Caiana,2514305,Municípios,203.3,False
São José de Espinharas,251440,AMC 70-00,735.9,False
São José de Espinharas,251440,AMC 91-00,735.9,False
São José de Espinharas,2514404,Municípios,735.9,False
São José dos Ramos,2514453,Municípios,80.7,False
São José de Piranhas,251450,AMC 91-00,700.9,False
São José de Piranhas,251450,AMC 70-00,700.9,False
São José de Piranhas,2514503,Municípios,700.9,False
São José de Princesa,2514552,Municípios,134.5,False
São José do Bonfim,251460,AMC 70-00,122.2,False
São José do Bonfim,251460,AMC 91-00,122.2,False
São José do Bonfim,2514602,Municípios,122.2,False
São José do Brejo do Cruz,2514651,Municípios,220.2,False
São José do Sabugi,251470,AMC 91-00,216.3,False
São José do Sabugi,251470,AMC 70-00,216.3,False
São José do Sabugi,2514701,Municípios,216.3,False
São José dos Cordeiros,2514800,Municípios,418.1,False
São Mamede,251490,AMC 60-00,609.6,
São Mamede,251490,AMC 70-00,609.6,False
São Mamede,251490,AMC 91-00,609.6,False
São Mamede,2514909,Municípios,609.6,False
São Miguel de Taipu,251500,AMC 91-00,63.9,False
São Miguel de Taipu,251500,AMC 70-00,63.9,False
São Miguel de Taipu,2515005,Municípios,63.9,False
São Sebastião de Lagoa de Roça,251510,AMC 70-00,66.3,False
São Sebastião de Lagoa de Roça,251510,AMC 91-00,66.3,False
São Sebastião de Lagoa de Roça,2515104,Municípios,66.3,False
São Sebastião do Umbuzeiro,2515203,Municípios,427.4,False
Sapé,2515302,Municípios,330.6,False
Seridó,251540,AMC 91-00,227.7,False
Seridó,251540,AMC 70-00,227.7,False
Seridó,2515401,Municípios,227.7,False
Serra Branca,2515500,Municípios,704.6,False
Serra da Raiz,251560,AMC 70-00,27.3,False
Serra da Raiz,251560,AMC 91-00,27.3,False
Serra da Raiz,2515609,Municípios,27.3,False
Serra Grande,251570,AMC 91-00,71.6,False
Serra Grande,251570,AMC 70-00,71.6,False
Serra Grande,2515708,Municípios,71.6,False
Serra Redonda,251580,AMC 60-00,59.8,
Serra Redonda,251580,AMC 70-00,59.8,False
Serra Redonda,251580,AMC 91-00,59.8,False
Serra Redonda,2515807,Municípios,59.8,False
Serraria,251590,AMC 91-00,85.2,False
Serraria,251590,AMC 70-00,85.2,False
Serraria,2515906,Municípios,85.2,False
Sertãozinho,2515930,Municípios,31.7,False
Sobrado,2515971,Municípios,43.5,False
Solânea,2516003,Municípios,109.0,False
Soledade,251610,AMC 70-00,634.7,False
Soledade,251610,AMC 91-00,634.7,False
Soledade,2516102,Municípios,634.7,False
Sossêgo,2516151,Municípios,119.7,False
Sousa,2516201,Municípios,765.0,False
Sumé,2516300,Municípios,843.2,False
Campo de Santana,251640,AMC 60-00,262.6,
Campo de Santana,251640,AMC 91-00,262.6,False
Campo de Santana,251640,AMC 70-00,262.6,False
Campo de Santana,2516409,Municípios,262.6,False
Taperoá,2516508,Municípios,610.2,False
Tavares,251660,AMC 70-00,212.2,False
Tavares,251660,AMC 91-00,212.2,False
Tavares,2516607,Municípios,212.2,False
Teixeira,2516706,Municípios,183.0,False
Tenório,2516755,Municípios,83.4,False
Triunfo,2516805,Municípios,239.7,False
Uiraúna,2516904,Municípios,262.7,False
Umbuzeiro,2517001,Municípios,192.8,False
Várzea,251710,AMC 91-00,147.6,False
Várzea,251710,AMC 70-00,147.6,False
Várzea,2517100,Municípios,147.6,False
Vieirópolis,2517209,Municípios,116.8,False
Zabelê,2517407,Municípios,143.4,False
AMC1872_1997 001,25AMC1872_1997001,AMC 1872-00,447.29999999999995,
AMC1872_1997 002,25AMC1872_1997002,AMC 1872-00,485.49999999999994,
AMC1872_1997 003,25AMC1872_1997003,AMC 1872-00,1020.7,
AMC1872_1997 004,25AMC1872_1997004,AMC 1872-00,5208.4000000000015,
AMC1872_1997 005,25AMC1872_1997005,AMC 1872-00,1897.5,
AMC1872_1997 006,25AMC1872_1997006,AMC 1872-00,5151.1,
AMC1872_1997 007,25AMC1872_1997007,AMC 1872-00,2807.4999999999995,
AMC1872_1997 008,25AMC1872_1997008,AMC 1872-00,1319.2,
AMC1872_1997 009,25AMC1872_1997009,AMC 1872-00,1885.1999999999998,
AMC1872_1997 010,25AMC1872_1997010,AMC 1872-00,3066.4,
AMC1872_1997 011,25AMC1872_1997011,AMC 1872-00,1660.0,
AMC1872_1997 012,25AMC1872_1997012,AMC 1872-00,1971.9999999999998,
AMC1872_1997 013,25AMC1872_1997013,AMC 1872-00,4255.1,
AMC1872_1997 014,25AMC1872_1997014,AMC 1872-00,3486.9,
AMC1872_1997 015,25AMC1872_1997015,AMC 1872-00,5182.4,
AMC1872_1997 016,25AMC1872_1997016,AMC 1872-00,2509.2,
AMC1872_1997 017,25AMC1872_1997017,AMC 1872-00,2691.6,
AMC1872_1997 018,25AMC1872_1997018,AMC 1872-00,1577.9,
AMC1872_1997 019,25AMC1872_1997019,AMC 1872-00,6215.099999999999,
AMC1872_1997 020,25AMC1872_1997020,AMC 1872-00,3745.6000000000004,
AMC2097 001,25AMC2097001,AMC 20-00,447.29999999999995,
AMC2097 002,25AMC2097002,AMC 20-00,485.49999999999994,
AMC2097 003,25AMC2097003,AMC 20-00,1476.3999999999999,
AMC2097 004,25AMC2097004,AMC 20-00,888.3,
AMC2097 005,25AMC2097005,AMC 20-00,850.2,
AMC2097 006,25AMC2097006,AMC 20-00,742.7,
AMC2097 007,25AMC2097007,AMC 20-00,1483.1000000000001,
AMC2097 008,25AMC2097008,AMC 20-00,432.8,
AMC2097 009,25AMC2097009,AMC 20-00,806.5,
AMC2097 010,25AMC2097010,AMC 20-00,5151.1,
AMC2097 011,25AMC2097011,AMC 20-00,1324.4,
AMC2097 012,25AMC2097012,AMC 20-00,1604.2,
AMC2097 013,25AMC2097013,AMC 20-00,886.4000000000001,
AMC2097 014,25AMC2097014,AMC 20-00,591.3,
AMC2097 015,25AMC2097015,AMC 20-00,594.6,
AMC2097 016,25AMC2097016,AMC 20-00,1462.1999999999998,
AMC2097 017,25AMC2097017,AMC 20-00,774.5,
AMC2097 018,25AMC2097018,AMC 20-00,1971.9999999999998,
AMC2097 019,25AMC2097019,AMC 20-00,4255.1,
AMC2097 020,25AMC2097020,AMC 20-00,2414.1,
AMC2097 021,25AMC2097021,AMC 20-00,3233.9999999999995,
AMC2097 022,25AMC2097022,AMC 20-00,3577.4,
AMC2097 023,25AMC2097023,AMC 20-00,1914.6,
AMC2097 024,25AMC2097024,AMC 20-00,2691.6,
AMC2097 025,25AMC2097025,AMC 20-00,1948.4,
AMC2097 026,25AMC2097026,AMC 20-00,1577.9,
AMC2097 027,25AMC2097027,AMC 20-00,885.5,
AMC2097 028,25AMC2097028,AMC 20-00,3420.6,
AMC2097 029,25AMC2097029,AMC 20-00,1091.0,
AMC2097 030,25AMC2097030,AMC 20-00,170.5,
AMC2097 031,25AMC2097031,AMC 20-00,2794.5,
AMC2097 032,25AMC2097032,AMC 20-00,2269.2,
AMC2097 033,25AMC2097033,AMC 20-00,1072.8000000000002,
AMC2097 034,25AMC2097034,AMC 20-00,1293.8999999999999,
AMC4097 001,25AMC4097001,AMC 40-00,447.29999999999995,
AMC4097 002,25AMC4097002,AMC 40-00,215.2,
AMC4097 003,25AMC4097003,AMC 40-00,1476.3999999999999,
AMC4097 004,25AMC4097004,AMC 40-00,888.3,
AMC4097 005,25AMC4097005,AMC 40-00,850.2,
AMC4097 006,25AMC4097006,AMC 40-00,742.7,
AMC4097 007,25AMC4097007,AMC 40-00,335.2,
AMC4097 008,25AMC4097008,AMC 40-00,1483.1000000000001,
AMC4097 009,25AMC4097009,AMC 40-00,432.8,
AMC4097 010,25AMC4097010,AMC 40-00,806.5,
AMC4097 011,25AMC4097011,AMC 40-00,5151.1,
AMC4097 012,25AMC4097012,AMC 40-00,1324.4,
AMC4097 013,25AMC4097013,AMC 40-00,1604.2,
AMC4097 014,25AMC4097014,AMC 40-00,1789.2,
AMC4097 015,25AMC4097015,AMC 40-00,270.29999999999995,
AMC4097 016,25AMC4097016,AMC 40-00,886.4000000000001,
AMC4097 017,25AMC4097017,AMC 40-00,591.3,
AMC4097 018,25AMC4097018,AMC 40-00,594.6,
AMC4097 019,25AMC4097019,AMC 40-00,1462.1999999999998,
AMC4097 020,25AMC4097020,AMC 40-00,774.5,
AMC4097 021,25AMC4097021,AMC 40-00,1971.9999999999998,
AMC4097 022,25AMC4097022,AMC 40-00,4255.1,
AMC4097 023,25AMC4097023,AMC 40-00,2414.1,
AMC4097 024,25AMC4097024,AMC 40-00,3233.9999999999995,
AMC4097 025,25AMC4097025,AMC 40-00,1788.1999999999998,
AMC4097 026,25AMC4097026,AMC 40-00,1318.8000000000002,
AMC4097 027,25AMC4097027,AMC 40-00,2691.6,
AMC4097 028,25AMC4097028,AMC 40-00,1948.4,
AMC4097 029,25AMC4097029,AMC 40-00,1577.9,
AMC4097 030,25AMC4097030,AMC 40-00,885.5,
AMC4097 031,25AMC4097031,AMC 40-00,3420.6,
AMC4097 032,25AMC4097032,AMC 40-00,755.8,
AMC4097 033,25AMC4097033,AMC 40-00,595.8,
AMC4097 034,25AMC4097034,AMC 40-00,170.5,
AMC4097 035,25AMC4097035,AMC 40-00,2794.5,
AMC4097 036,25AMC4097036,AMC 40-00,2269.2,
AMC4097 037,25AMC4097037,AMC 40-00,1072.8000000000002,
AMC4097 038,25AMC4097038,AMC 40-00,1293.8999999999999,
AMC6097 001,25AMC6097001,AMC 60-00,215.2,
AMC6097 002,25AMC6097002,AMC 60-00,1085.2,
AMC6097 003,25AMC6097003,AMC 60-00,386.0,
AMC6097 004,25AMC6097004,AMC 60-00,591.0,
AMC6097 005,25AMC6097005,AMC 60-00,963.7,
AMC6097 006,25AMC6097006,AMC 60-00,335.2,
AMC6097 007,25AMC6097007,AMC 60-00,1226.2,
AMC6097 008,25AMC6097008,AMC 60-00,1226.4,
AMC6097 009,25AMC6097009,AMC 60-00,1229.2,
AMC6097 010,25AMC6097010,AMC 60-00,248.50000000000003,
AMC6097 011,25AMC6097011,AMC 60-00,806.5,
AMC6097 012,25AMC6097012,AMC 60-00,1982.6,
AMC6097 013,25AMC6097013,AMC 60-00,606.2,
AMC6097 014,25AMC6097014,AMC 60-00,915.4,
AMC6097 015,25AMC6097015,AMC 60-00,901.1,
AMC6097 016,25AMC6097016,AMC 60-00,765.6,
AMC6097 017,25AMC6097017,AMC 60-00,246.9,
AMC6097 018,25AMC6097018,AMC 60-00,270.29999999999995,
AMC6097 019,25AMC6097019,AMC 60-00,247.5,
AMC6097 020,25AMC6097020,AMC 60-00,703.1,
AMC6097 021,25AMC6097021,AMC 60-00,531.5,
AMC6097 022,25AMC6097022,AMC 60-00,594.6,
AMC6097 023,25AMC6097023,AMC 60-00,1462.1999999999998,
AMC6097 024,25AMC6097024,AMC 60-00,409.0,
AMC6097 025,25AMC6097025,AMC 60-00,517.7,
AMC6097 026,25AMC6097026,AMC 60-00,604.8,
AMC6097 027,25AMC6097027,AMC 60-00,1370.3999999999999,
AMC6097 028,25AMC6097028,AMC 60-00,1682.3,
AMC6097 029,25AMC6097029,AMC 60-00,2414.1,
AMC6097 030,25AMC6097030,AMC 60-00,589.2,
AMC6097 031,25AMC6097031,AMC 60-00,493.6,
AMC6097 032,25AMC6097032,AMC 60-00,2164.7,
AMC6097 033,25AMC6097033,AMC 60-00,1037.7,
AMC6097 034,25AMC6097034,AMC 60-00,635.1,
AMC6097 035,25AMC6097035,AMC 60-00,713.1,
AMC6097 036,25AMC6097036,AMC 60-00,2086.7999999999997,
AMC6097 037,25AMC6097037,AMC 60-00,343.0,
AMC6097 038,25AMC6097038,AMC 60-00,934.8,
AMC6097 039,25AMC6097039,AMC 60-00,585.6,
AMC6097 040,25AMC6097040,AMC 60-00,601.6,
AMC6097 041,25AMC6097041,AMC 60-00,968.3000000000001,
AMC6097 042,25AMC6097042,AMC 60-00,858.0,
AMC6097 043,25AMC6097043,AMC 60-00,2272.5,
AMC6097 044,25AMC6097044,AMC 60-00,755.8,
AMC6097 045,25AMC6097045,AMC 60-00,1260.1,
AMC6097 046,25AMC6097046,AMC 60-00,438.3,
AMC6097 047,25AMC6097047,AMC 60-00,818.3000000000001,
AMC6097 048,25AMC6097048,AMC 60-00,81.60000000000001,
AMC6097 049,25AMC6097049,AMC 60-00,124.4,
AMC6097 050,25AMC6097050,AMC 60-00,345.0,
AMC6097 051,25AMC6097051,AMC 60-00,1144.5,
AMC6097 052,25AMC6097052,AMC 60-00,1929.3999999999999,
AMC6097 053,25AMC6097053,AMC 60-00,969.7,
AMC6097 054,25AMC6097054,AMC 60-00,1650.0000000000002,
AMC6097 055,25AMC6097055,AMC 60-00,697.2,
AMC6097 056,25AMC6097056,AMC 60-00,825.9,
AMC6097 057,25AMC6097057,AMC 60-00,391.2,
AMC6097 058,25AMC6097058,AMC 60-00,702.9000000000001,
AMC7097 001,25AMC7097001,AMC 70-00,148.9,False
AMC7097 002,25AMC7097002,AMC 70-00,593.7,False
AMC7097 003,25AMC7097003,AMC 70-00,386.0,False
AMC7097 004,25AMC7097004,AMC 70-00,591.0,False
AMC7097 005,25AMC7097005,AMC 70-00,963.7,False
AMC7097 006,25AMC7097006,AMC 70-00,1226.2,False
AMC7097 007,25AMC7097007,AMC 70-00,629.5,False
AMC7097 008,25AMC7097008,AMC 70-00,647.0,False
AMC7097 009,25AMC7097009,AMC 70-00,171.8,False
AMC7097 010,25AMC7097010,AMC 70-00,1092.3,False
AMC7097 011,25AMC7097011,AMC 70-00,901.1,False
AMC7097 012,25AMC7097012,AMC 70-00,765.6,False
AMC7097 013,25AMC7097013,AMC 70-00,246.9,False
AMC7097 014,25AMC7097014,AMC 70-00,54.3,False
AMC7097 015,25AMC7097015,AMC 70-00,564.0999999999999,False
AMC7097 016,25AMC7097016,AMC 70-00,291.2,False
AMC7097 017,25AMC7097017,AMC 70-00,328.70000000000005,False
AMC7097 018,25AMC7097018,AMC 70-00,210.4,False
AMC7097 019,25AMC7097019,AMC 70-00,622.0,False
AMC7097 020,25AMC7097020,AMC 70-00,241.29999999999998,False
AMC7097 021,25AMC7097021,AMC 70-00,790.6,False
AMC7097 022,25AMC7097022,AMC 70-00,475.40000000000003,False
AMC7097 023,25AMC7097023,AMC 70-00,1339.8,False
AMC7097 024,25AMC7097024,AMC 70-00,515.2,False
AMC7097 025,25AMC7097025,AMC 70-00,585.6,False
AMC7097 026,25AMC7097026,AMC 70-00,601.6,False
AMC7097 027,25AMC7097027,AMC 70-00,1139.3,False
AMC7097 028,25AMC7097028,AMC 70-00,569.1,False
AMC7097 029,25AMC7097029,AMC 70-00,570.8,False
AMC7097 030,25AMC7097030,AMC 70-00,438.3,False
AMC7097 031,25AMC7097031,AMC 70-00,818.3000000000001,False
AMC7097 032,25AMC7097032,AMC 70-00,345.0,False
AMC7097 033,25AMC7097033,AMC 70-00,1306.8,False
AMC7097 034,25AMC7097034,AMC 70-00,969.7,False
AMC7097 035,25AMC7097035,AMC 70-00,1305.1000000000001,False
AMC7097 036,25AMC7097036,AMC 70-00,280.4,False
AMC7097 037,25AMC7097037,AMC 70-00,281.8,False
AMC7097 038,25AMC7097038,AMC 70-00,391.2,False
AMC7097 039,25AMC7097039,AMC 70-00,476.1,False
AMC9197 001,25AMC9197001,AMC 91-00,148.9,False
AMC9197 002,25AMC9197002,AMC 91-00,593.7,False
AMC9197 003,25AMC9197003,AMC 91-00,386.0,False
AMC9197 004,25AMC9197004,AMC 91-00,591.0,False
AMC9197 005,25AMC9197005,AMC 91-00,963.7,False
AMC9197 006,25AMC9197006,AMC 91-00,1226.2,False
AMC9197 007,25AMC9197007,AMC 91-00,629.5,False
AMC9197 008,25AMC9197008,AMC 91-00,647.0,False
AMC9197 009,25AMC9197009,AMC 91-00,171.8,False
AMC9197 010,25AMC9197010,AMC 91-00,1092.3,False
AMC9197 011,25AMC9197011,AMC 91-00,901.1,False
AMC9197 012,25AMC9197012,AMC 91-00,765.6,False
AMC9197 013,25AMC9197013,AMC 91-00,246.9,False
AMC9197 014,25AMC9197014,AMC 91-00,54.3,False
AMC9197 015,25AMC9197015,AMC 91-00,564.0999999999999,False
AMC9197 016,25AMC9197016,AMC 91-00,291.2,False
AMC9197 017,25AMC9197017,AMC 91-00,328.70000000000005,False
AMC9197 018,25AMC9197018,AMC 91-00,210.4,False
AMC9197 019,25AMC9197019,AMC 91-00,622.0,False
AMC9197 020,25AMC9197020,AMC 91-00,241.29999999999998,False
AMC9197 021,25AMC9197021,AMC 91-00,790.6,False
AMC9197 022,25AMC9197022,AMC 91-00,475.40000000000003,False
AMC9197 023,25AMC9197023,AMC 91-00,1339.8,False
AMC9197 024,25AMC9197024,AMC 91-00,515.2,False
AMC9197 025,25AMC9197025,AMC 91-00,585.6,False
AMC9197 026,25AMC9197026,AMC 91-00,601.6,False
AMC9197 027,25AMC9197027,AMC 91-00,1139.3,False
AMC9197 028,25AMC9197028,AMC 91-00,569.1,False
AMC9197 029,25AMC9197029,AMC 91-00,570.8,False
AMC9197 030,25AMC9197030,AMC 91-00,438.3,False
AMC9197 031,25AMC9197031,AMC 91-00,818.3000000000001,False
AMC9197 032,25AMC9197032,AMC 91-00,345.0,False
AMC9197 033,25AMC9197033,AMC 91-00,1306.8,False
AMC9197 034,25AMC9197034,AMC 91-00,969.7,False
AMC9197 035,25AMC9197035,AMC 91-00,1305.1000000000001,False
AMC9197 036,25AMC9197036,AMC 91-00,280.4,False
AMC9197 037,25AMC9197037,AMC 91-00,281.8,False
AMC9197 038,25AMC9197038,AMC 91-00,391.2,False
AMC9197 039,25AMC9197039,AMC 91-00,476.1,False
Pernambuco,26,Estados,98937.79999999999,False
Área Metropolitana de Recife - Pernambuco,26 ME 01,Área metropolitana,2754.3,False
Área Metropolitana de Recife,26_ME_01,Estado/RM,0.0,False
Áreas Não Metropolitanas,26_UNME_00,Estado/RM,0.0,False
Abreu e Lima,260005,AMC 91-00,129.1,False
Abreu e Lima,2600054,Municípios,129.1,False
Araripina,26001,Microrregiões,12020.300000000001,False
Afogados da Ingazeira,260010,AMC 91-00,386.0,False
Afogados da Ingazeira,260010,AMC 70-00,386.0,False
Afogados da Ingazeira,2600104,Municípios,386.0,False
Salgueiro,26002,Microrregiões,8820.9,False
Afrânio,260020,AMC 70-00,1488.6,False
Afrânio,260020,AMC 91-00,1488.6,False
Afrânio,2600203,Municípios,1488.6,False
Pajeú,26003,Microrregiões,8726.6,False
Agrestina,260030,AMC 40-00,198.0,
Agrestina,260030,AMC 60-00,198.0,
Agrestina,260030,AMC 91-00,198.0,False
Agrestina,260030,AMC 70-00,198.0,False
Agrestina,2600302,Municípios,198.0,False
Sertão do Moxotó,26004,Microrregiões,9008.0,False
Água Preta,2600401,Municípios,532.0,False
Petrolina,26005,Microrregiões,15044.400000000001,False
Águas Belas,260050,AMC 70-00,887.5,False
Águas Belas,260050,AMC 91-00,887.5,False
Águas Belas,2600500,Municípios,887.5,False
Itaparica,26006,Microrregiões,9590.0,False
Alagoinha,260060,AMC 60-00,180.1,
Alagoinha,260060,AMC 91-00,180.1,False
Alagoinha,260060,AMC 70-00,180.1,False
Alagoinha,2600609,Municípios,180.1,False
Vale do Ipanema,26007,Microrregiões,5288.0,False
Aliança,260070,AMC 40-00,266.4,
Aliança,260070,AMC 60-00,266.4,
Aliança,260070,AMC 70-00,266.4,False
Aliança,260070,AMC 91-00,266.4,False
Aliança,2600708,Municípios,266.4,False
Vale do Ipojuca,26008,Microrregiões,7938.899999999999,False
Altinho,260080,AMC 91-00,452.6,False
Altinho,260080,AMC 70-00,452.6,False
