CODE,RAW DATE,TERCODIGO,YEAR,NIVNOME,"VALUE (R$ (mil), a preços do ano 2010)"
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202802,2010,Municípios,15429.299
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2209856,2010,Municípios,15433.687
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3113107,2010,Municípios,15434.886
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2211357,2010,Municípios,15464.527
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1713700,2010,Municípios,15467.009
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3172202,2010,Municípios,15518.401
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1709807,2010,Municípios,15535.533
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2101350,2010,Municípios,15537.938
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2200103,2010,Municípios,15566.485
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2409209,2010,Municípios,15603.082
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5221080,2010,Municípios,15638.249
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2515203,2010,Municípios,15686.386
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2516755,2010,Municípios,15732.971
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3540853,2010,Municípios,15734.771
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202117,2010,Municípios,15745.141
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3127354,2010,Municípios,15752.402
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2512747,2010,Municípios,15786.045
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3145703,2010,Municípios,15788.852
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2515609,2010,Municípios,15797.718
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3166402,2010,Municípios,15837.241
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3148806,2010,Municípios,15844.177
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5212055,2010,Municípios,15934.741
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2407252,2010,Municípios,15954.274
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205458,2010,Municípios,16006.957
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1718006,2010,Municípios,16061.134
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2204105,2010,Municípios,16077.445
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3556958,2010,Municípios,16088.716
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206654,2010,Municípios,16107.027
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3165800,2010,Municípios,16109.455
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2210102,2010,Municípios,16170.429
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2209351,2010,Municípios,16207.993
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1700251,2010,Municípios,16234.443
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205565,2010,Municípios,16260.266
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2516151,2010,Municípios,16317.583
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5204201,2010,Municípios,16344.232
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3122801,2010,Municípios,16349.147
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3164902,2010,Municípios,16381.17
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3155009,2010,Municípios,16434.38
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2414753,2010,Municípios,16470.128
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2517100,2010,Municípios,16485.698
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2514800,2010,Municípios,16499.462
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1719004,2010,Municípios,16501.974
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3144201,2010,Municípios,16517.54
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2111953,2010,Municípios,16534.372
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2512036,2010,Municípios,16543.368
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2510600,2010,Municípios,16588.087
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2401909,2010,Municípios,16595.364
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2208858,2010,Municípios,16618.254
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3533106,2010,Municípios,16633.959
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202554,2010,Municípios,16653.472
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2505501,2010,Municípios,16679.892
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4302055,2010,Municípios,16711.563
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202851,2010,Municípios,16746.841
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2401651,2010,Municípios,16762.481
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201002,2010,Municípios,16801.063
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2207306,2010,Municípios,16807.029
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2107308,2010,Municípios,16823.262
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2209807,2010,Municípios,16826.267
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2209377,2010,Municípios,16896.682
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2704906,2010,Municípios,16898.279
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206001,2010,Municípios,16918.537
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1712801,2010,Municípios,16973.643
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2503407,2010,Municípios,16978.298
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2513984,2010,Municípios,16985.096
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3143153,2010,Municípios,17007.953
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2211407,2010,Municípios,17011.353
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4205357,2010,Municípios,17047.799
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3170305,2010,Municípios,17087.194
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202711,2010,Municípios,17125.999
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2207751,2010,Municípios,17143.991
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2203800,2010,Municípios,17175.905
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2508554,2010,Municípios,17231.217
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5105309,2010,Municípios,17233.505
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205532,2010,Municípios,17234.025
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2910206,2010,Municípios,17237.423
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2100105,2010,Municípios,17246.588
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201929,2010,Municípios,17261.111
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3125507,2010,Municípios,17265.36
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3163607,2010,Municípios,17271.853
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5106315,2010,Municípios,17284.203
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3547650,2010,Municípios,17303.181
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3124609,2010,Municípios,17339.214
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3109253,2010,Municípios,17386.703
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2510501,2010,Municípios,17407.039
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2806909,2010,Municípios,17426.795
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201804,2010,Municípios,17458.481
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2503753,2010,Municípios,17475.886
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2414456,2010,Municípios,17494.05
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2511004,2010,Municípios,17507.416
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2209658,2010,Municípios,17533.034
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2707008,2010,Municípios,17588.526
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406155,2010,Municípios,17595.839
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2802502,2010,Municípios,17630.899
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2411106,2010,Municípios,17655.718
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3136520,2010,Municípios,17729.432
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2508703,2010,Municípios,17733.148
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3127370,2010,Municípios,17735.235
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1711951,2010,Municípios,17744.236
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2506509,2010,Municípios,17786.265
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3504701,2010,Municípios,17822.893
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3518008,2010,Municípios,17899.411
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2807303,2010,Municípios,17964.373
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5209457,2010,Municípios,17970.732
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3168051,2010,Municípios,18003.092
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2408607,2010,Municípios,18006.123
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1712405,2010,Municípios,18046.067
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406403,2010,Municípios,18069.366
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3125804,2010,Municípios,18080.722
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2110807,2010,Municípios,18089.635
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3166956,2010,Municípios,18091.19
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2411700,2010,Municípios,18102.27
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2912608,2010,Municípios,18134.488
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2505907,2010,Municípios,18135.524
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205599,2010,Municípios,18173.341
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2514552,2010,Municípios,18176.388
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5203962,2010,Municípios,18197.163
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3171501,2010,Municípios,18300.487
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2410009,2010,Municípios,18322.466
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4315073,2010,Municípios,18368.521
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5220280,2010,Municípios,18416.527
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2411908,2010,Municípios,18421.454
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3142502,2010,Municípios,18425.364
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3166501,2010,Municípios,18492.707
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2206050,2010,Municípios,18503.315
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3536570,2010,Municípios,18550.637
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5209291,2010,Municípios,18553.107
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3137908,2010,Municípios,18555.894
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2706208,2010,Municípios,18559.887
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2411429,2010,Municípios,18569.667
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3101300,2010,Municípios,18592.288
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2415008,2010,Municípios,18598.902
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3166105,2010,Municípios,18637.323
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2204006,2010,Municípios,18644.292
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2210623,2010,Municípios,18663.584
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3119906,2010,Municípios,18680.435
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3162658,2010,Municípios,18780.222
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3522158,2010,Municípios,18787.7
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2406908,2010,Municípios,18866.966
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2202729,2010,Municípios,18875.523
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2101806,2010,Municípios,18880.906
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4217956,2010,Municípios,18899.25
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5213400,2010,Municípios,18904.894
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1706258,2010,Municípios,18920.415
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2501351,2010,Municípios,18924.699
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201945,2010,Municípios,18928.831
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2201770,2010,Municípios,18944.212
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5206701,2010,Municípios,18967.221
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1703602,2010,Municípios,18970.24
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2304806,2010,Municípios,18992.684
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3104403,2010,Municípios,18995.083
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1703891,2010,Municípios,19058.06
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4107520,2010,Municípios,19059.043
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,1718808,2010,Municípios,19060.577
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2514107,2010,Municípios,19071.228
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,3111150,2010,Municípios,19094.234
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,5215801,2010,Municípios,19145.488
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2205524,2010,Municípios,19225.697
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,2106201,2010,Municípios,19311.573
PIB_IBGE_5938_37,2010-01-01T00:00:00-02:00,4304853,2010,Municípios,19432.03
